LNG,Data,Viti,Muaji,Instituti,GROUPNAME,PARASHIKIM,Kolona 1,Kolona 2,Kolona 3,Kolona 4,Kolona 5,Shuma
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Dividends,PTK dividends,,,"55,000,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Acreditation tariff,,,"8,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Administrative tax revenues,Vehicle registration taxes,,"14,601,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Administrative tax revenues,Road taxes,,"11,787,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Administrative tax revenues,Taxes on travel documents,,"5,604,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Administrative tax revenues,ID taxes,,"895,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Administrative tax revenues,Driving licence taxes,,"2,527,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Administrative tax revenues,Verification of various documents,,"854,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Administrative tax revenues,Participation on tenders,,"34,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Administrative tax revenues,Citizenship taxes,,"872,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Administrative tax revenues,Taxes on fire protection,,"21,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Administrative tax revenues,Certificate on coronation,,"2,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Administrative tax revenues,Administrative taxes for the letter of request,,"466,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Asset revenue,,,"49,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Fine- sentence ravenvues,,,"608,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Licence revenues,,,"1,871,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Other admissions,,,"29,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Revenues from licences of oil department,,,"410,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Revenues of airport concession,,,"2,000,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Fines and Tariffs,Service/asset revenues,,,"754,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Loaning from IFN,,,,"5,076,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Other,Admissions - sub loans,,,"43,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Other,Difference in foreign exchange,,,"2,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Other admissions,Other,Previous year Revenues,,,"457,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Own source Revenues,Central Budgetary organizations,Administrative tax revenues,,,"7,850,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Own source Revenues,Central Budgetary organizations,Fine- sentence ravenvues,,,"2,794,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Own source Revenues,Central Budgetary organizations,Licence revenues,"Ministry of Agriculture, Forestry, and Rural Development",,"1,336,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Own source Revenues,Central Budgetary organizations,Licence revenues,Ministry of Trade and Industry,,"30,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Own source Revenues,Central Budgetary organizations,Licence revenues,Ministry of Health,,"1,516,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Own source Revenues,Central Budgetary organizations,Licence revenues,Ministry of Justice,,"37,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Own source Revenues,Central Budgetary organizations,Licence revenues,"Ministry of Education, Science, and Technology",,"103,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Own source Revenues,Central Budgetary organizations,Licence revenues,Telecommunications Regulatory Authority,,"18,006,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Own source Revenues,Central Budgetary organizations,Licence revenues,Energy Regulatory Office,,"509,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Own source Revenues,Central Budgetary organizations,Licence revenues,Civil Aviation Authority,,"3,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Own source Revenues,Central Budgetary organizations,Licence revenues,Independent Commission for Mines and Minerals,,"7,267,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,6,Own source Revenues,Central Budgetary organizations,Licence revenues,Independent Media Commission,,"256,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,7,Own source Revenues,Central Budgetary organizations,Participation Revenues,Ministry of Health,,"1,732,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,8,Own source Revenues,Central Budgetary organizations,Participation Revenues,"Ministry of Culture, Youth, and Sports",,"22,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Own source Revenues,Central Budgetary organizations,Participation Revenues,"Ministry of Education, Science, and Technology",,"2,040,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Own source Revenues,Central Budgetary organizations,Participation Revenues,University of Prishtina,,"9,638,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Own source Revenues,Central Budgetary organizations,Revenues from inspections,,,"4,846,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Own source Revenues,Central Budgetary organizations,Revenues from rents of public facilities,,,"24,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Own source Revenues,Central Budgetary organizations,Service/asset revenues,,,"1,905,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Own source Revenues,Municipalities,,,,"55,621,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Tax Administration,"Interes tax, divident, rent, gambling",,,,"1,376,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Tax Administration,Licence on games,,,,"1,284,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Tax Administration,Non specified taxes,,,,"37,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Tax Administration,Personal income tax,,,,"55,668,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Tax Administration,Presumptive tax,,,,"869,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Tax Administration,Profit tax,,,,"1,798,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Tax Administration,"Returns from rent, profits, gambling",,,,"-242,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Tax Administration,Returns of personal income tax,,,,"-179,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Tax Administration,Returns the value added tax,,,,"-27,122,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Tax Administration,Sentence ravenvues,,,,"583,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Tax Administration,Tax on corporate income,,,,"54,564,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Tax Administration,Tax on individual business,,,,"23,517,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Tax Administration,Tax returns for businesses,,,,"-111,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Tax Administration,Tax returns for corporations,,,,"-2,120,000.00€"
Eng,1/1/2011,2011,1,Kosovo Budget - Revenues,Buxheti i Përgjithshëm,0,Tax Administration,Value added tax,,,,"121,439,000.00€"
